tau,TAMSD_with_walls
34.9,23.1876088551659
34.95,23.222322913113747
35.0,23.256758389107773
35.050000000000004,23.291517251762617
35.1,23.326682441741905
35.15,23.362134228531918
35.2,23.397539054748705
35.25,23.43333556763597
35.300000000000004,23.46931873020525
35.35,23.505224635456816
35.4,23.54177947387489
35.45,23.57870508731962
35.5,23.615595046440195
35.550000000000004,23.65325748240232
35.6,23.691196979921266
35.65,23.72937132177849
35.7,23.7676930532327
35.75,23.806153568411876
35.800000000000004,23.844908612882243
35.85,23.883710699499773
35.9,23.923392624409626
35.95,23.96352227590995
36.0,24.00394446844139
36.050000000000004,24.044813679341416
36.1,24.08624377216053
36.15,24.12844712380879
36.2,24.17103765547897
36.25,24.21382135416155
36.300000000000004,24.256585812270306
36.35,24.299206736059368
36.4,24.342353929890873
36.45,24.38558437873444
36.5,24.42894949120865
36.550000000000004,24.472758619242715
36.6,24.517148017119567
36.65,24.561862220370646
36.7,24.607225501671095
36.75,24.652543077546028
36.800000000000004,24.6982995251858
36.85,24.74456136996017
36.9,24.791516474480876
36.95,24.83865596902833
37.0,24.88582266008528
37.050000000000004,24.93328611448328
37.1,24.980567553378418
37.15,25.028169489289144
37.2,25.075834213546326
37.25,25.124115515370658
37.300000000000004,25.172559796693655
37.35,25.221761588447205
37.4,25.271476176272866
37.45,25.32121620831321
37.5,25.37144154832386
37.550000000000004,25.422079951291284
37.6,25.47311081323964
37.65,25.524779348539486
37.7,25.576297794325637
37.75,25.627660850849022
37.800000000000004,25.67971642915673
37.85,25.732332699537096
37.9,25.78581833442512
37.95,25.839376498380904
38.0,25.89314501998902
38.050000000000004,25.947420125791076
38.1,26.002861014635037
38.15,26.05834820805401
38.2,26.114559113231827
38.25,26.17117550740401
38.300000000000004,26.228417454605108
38.35,26.285654649365476
38.400000000000006,26.34310265676649
38.45,26.400751662049306
38.5,26.458822018166607
38.550000000000004,26.51673638718107
38.6,26.57465568436527
38.650000000000006,26.63267932374154
38.7,26.69046935970908
38.75,26.74865719116933
38.800000000000004,26.807256383806234
38.85,26.86572955504868
38.900000000000006,26.92426248691507
38.95,26.983286335980388
39.0,27.042720482136406
39.050000000000004,27.102361466074754
39.1,27.162166114006432
39.150000000000006,27.221940841353494
39.2,27.281537040627413
39.25,27.340988941704083
39.300000000000004,27.400498560552254
39.35,27.46000292678756
39.400000000000006,27.519556346060046
39.45,27.579024071049723
39.5,27.638292230123245
39.550000000000004,27.69772771289389
39.6,27.75665281213732
39.650000000000006,27.815280802358956
39.7,27.874533110783126
39.75,27.933729266405
39.800000000000004,27.99311323521743
39.85,28.052778488897893
39.900000000000006,28.112084096704653
39.95,28.171152011095874
40.0,28.22994189819209
40.050000000000004,28.28801640216604
40.1,28.345625501084314
40.150000000000006,28.403552485421574
40.2,28.461375422424315
40.25,28.519146044308926
40.300000000000004,28.576233281079304
40.35,28.633272837520018
40.400000000000006,28.690448024280194
40.45,28.747132361649445
40.5,28.803456352556353
40.550000000000004,28.85988498388337
40.6,28.91583240456518
40.650000000000006,28.97150626425413
40.7,29.026993304056777
40.75,29.082530447529308
40.800000000000004,29.137797965692254
40.85,29.192724285705836
40.900000000000006,29.247056257797524
40.95,29.301148664585096
41.0,29.354653938349017
41.050000000000004,29.407607999102456
41.1,29.45998771741312
41.150000000000006,29.512236567756982
41.2,29.56417041752448
41.25,29.615970215728915
41.300000000000004,29.66704546388719
41.35,29.71727147249636
41.400000000000006,29.766848430258246
41.45,29.816499795073117
41.5,29.866067680859253
41.550000000000004,29.914970000111445
41.6,29.96317230624257
41.650000000000006,30.01072649665757
41.7,30.05740692069
41.75,30.103515895284815
41.800000000000004,30.148522294828382
41.85,30.1928864977732
41.900000000000006,30.236875265281004
41.95,30.279752409169195
42.0,30.32181153023961
42.050000000000004,30.36307492679719
42.1,30.403817895882227
42.150000000000006,30.44427055023926
42.2,30.48370522470563
42.25,30.52124210429858
42.300000000000004,30.558301217621867
42.35,30.594971645521078
42.400000000000006,30.630749597877426
42.45,30.666110157950932
42.5,30.699904349642516
42.550000000000004,30.733071714512434
42.6,30.7656039009143
42.650000000000006,30.797522582356876
42.7,30.829059132604225
42.75,30.859217591496797
42.800000000000004,30.888675186274508
42.85,30.91769377902253
42.900000000000006,30.945942254303706
42.95,30.973565619235902
43.0,31.0004250436333
43.050000000000004,31.0268033638044
43.1,31.052478710222942
43.150000000000006,31.07833539313384
43.2,31.103777001970546
43.25,31.127968361572155
43.300000000000004,31.15102513162534
43.35,31.173717379680298
43.400000000000006,31.195693858719025
43.45,31.216275484923212
43.5,31.23558086994407
43.550000000000004,31.254051823124748
43.6,31.272054823384103
43.650000000000006,31.289092645310824
43.7,31.305161062700893
43.75,31.32088051676085
43.800000000000004,31.336016103864914
43.85,31.350287027172072
43.900000000000006,31.364522363745124
43.95,31.377764424857034
44.0,31.391250303908517
44.050000000000004,31.403449482894466
44.1,31.414473625819166
44.150000000000006,31.425448760062977
44.2,31.43615444150509
44.25,31.446552825181048
44.300000000000004,31.45744902390604
44.35,31.46707138515952
44.400000000000006,31.476761768933223
44.45,31.485826711771054
44.5,31.49338545572908
44.550000000000004,31.50030179599118
44.6,31.506928259301723
44.650000000000006,31.51312522373213
44.7,31.518938932994605
44.75,31.524872396649283
44.800000000000004,31.531104026492873
44.85,31.53746308508341
44.900000000000006,31.54326940186095
44.95,31.548293795531315
45.0,31.55257597153842
45.050000000000004,31.55701838344205
45.1,31.5609249237712
45.150000000000006,31.564270655509517
45.2,31.567854246866716
45.25,31.570112948624683
45.300000000000004,31.571601055140114
45.35,31.573864695104458
45.400000000000006,31.576367265144484
45.45,31.578669484069458
45.5,31.579830909337407
45.550000000000004,31.581415848032904
45.6,31.582916837333656
45.650000000000006,31.583532157341903
45.7,31.584134844905414
45.75,31.58375968246246
45.800000000000004,31.58274871834436
45.85,31.582019764490955
45.900000000000006,31.58134137008743
45.95,31.57992215823262
46.0,31.577460557738043
46.050000000000004,31.574673911627528
46.1,31.572050079292904
46.150000000000006,31.568314651515607
46.2,31.56452096450781
46.25,31.56042057943218
46.300000000000004,31.555297644120433
46.35,31.55000889581885
46.400000000000006,31.543955805274084
46.45,31.536863473390508
46.5,31.529370816262702
46.550000000000004,31.522145929703147
46.6,31.51401226309326
46.650000000000006,31.506346081621718
46.7,31.498081260517992
46.75,31.489101672079524
46.800000000000004,31.4795956584628
46.85,31.469511972785657
46.900000000000006,31.45819784520196
46.95,31.445697733017166
47.0,31.432618342295452
47.050000000000004,31.418722899509664
47.1,31.40410282982176
47.150000000000006,31.388029308089944
47.2,31.372300396413998
47.25,31.356486708059276
47.300000000000004,31.33947842278545
47.35,31.32282278723432
47.400000000000006,31.305701037825212
47.45,31.287953579203997
47.5,31.26929081691326
47.550000000000004,31.24944179182729
47.6,31.228857163029694
47.650000000000006,31.208251718182403
47.7,31.187348888436976
47.75,31.166849853423013
47.800000000000004,31.145721903719
47.85,31.124292914249992
47.900000000000006,31.101023026237897
47.95,31.077730904050256
48.0,31.055047633310124
48.050000000000004,31.03247435967121
48.1,31.010512163253733
48.150000000000006,30.98861587193352
48.2,30.96670593860678
48.25,30.94409752727999
48.300000000000004,30.92141705553691
48.35,30.898044229427274
48.400000000000006,30.8752964268327
48.45,30.85194452097791
48.5,30.828220798653064
48.550000000000004,30.805018148262164
48.6,30.7823711520714
48.650000000000006,30.760617968091278
48.7,30.738829728971325
48.75,30.717232742182105
48.800000000000004,30.695156513255416
48.85,30.67255808861528
48.900000000000006,30.65046926014387
48.95,30.627504000417773
49.0,30.6036408610905
49.050000000000004,30.579965744111036
49.1,30.555395699397966
49.150000000000006,30.5295092456821
49.2,30.503412594428514
49.25,30.477722337623206
49.300000000000004,30.451127912561887
49.35,30.423552847667516
49.400000000000006,30.39558607131439
49.45,30.367386598590798
49.5,30.33842660820323
49.550000000000004,30.30829321935386
49.6,30.27785392119627
49.650000000000006,30.24726701985066
49.7,30.216404068718276
49.75,30.185559981229005
49.800000000000004,30.154997600319547
49.85,30.123521418816253
49.900000000000006,30.091974899387388
49.95,30.061101877305482
50.0,30.030119922870252
50.050000000000004,29.997994542762687
50.1,29.967059376774085
50.150000000000006,29.93631545184671
50.2,29.905786521761186
50.25,29.875266571510682
50.300000000000004,29.845649713362253
50.35,29.81500414167404
50.400000000000006,29.783191165508036
50.45,29.75108328623892
50.5,29.718704667595233
50.550000000000004,29.686528208539695
50.6,29.6540009156345
50.650000000000006,29.621148914104605
50.7,29.588652809186016
50.75,29.556868636832522
50.800000000000004,29.52499097982554
50.85,29.49352800286001
50.900000000000006,29.462668096993823
50.95,29.431340059130953
51.0,29.400100812097737
51.050000000000004,29.369478868337712
51.1,29.338856720124145
51.150000000000006,29.308597645975308
51.2,29.278196477895293
51.25,29.249039124749082
51.300000000000004,29.220112898013852
51.35,29.19127271118439
51.400000000000006,29.163120475161865
51.45,29.13602386384029
51.5,29.110112836679317
